latitude,longitude,elevation_m,elevation_ft
44.744403610,-93.377122615,279.221,916.081
44.744403610,-93.377064036,279.213,916.055
44.744403610,-93.377005456,279.205,916.028
44.744403610,-93.376946877,279.198,916.003
44.744403610,-93.376888297,279.190,915.979
44.744403610,-93.376829718,279.183,915.955
44.744403610,-93.376771138,279.176,915.931
44.744403610,-93.376712559,279.168,915.906
44.744403610,-93.376653979,279.159,915.877
44.744403610,-93.376595400,279.150,915.847
44.744403610,-93.376536820,279.141,915.818
44.744403610,-93.376478240,279.132,915.788
44.744403610,-93.376419661,279.123,915.758
44.744444670,-93.378411365,279.752,917.820
44.744444670,-93.378352785,279.633,917.430
44.744444670,-93.378294206,279.494,916.976
44.744444670,-93.378235626,279.375,916.586
44.744444670,-93.378177047,279.262,916.215
44.744444670,-93.378118467,279.157,915.871
44.744444670,-93.378059888,279.056,915.538
44.744444670,-93.378001308,278.959,915.220
44.744444670,-93.377942728,278.884,914.974
44.744444670,-93.377884149,278.833,914.807
44.744444670,-93.377825569,278.802,914.705
44.744444670,-93.377766990,278.852,914.868
44.744444670,-93.377708410,278.913,915.068
44.744444670,-93.377649831,278.987,915.312
44.744444670,-93.377591251,279.022,915.428
44.744444670,-93.377532672,279.054,915.531
44.744444670,-93.377474092,279.102,915.689
44.744444670,-93.377415513,279.173,915.921
44.744444670,-93.377356933,279.250,916.174
44.744444670,-93.377298354,279.248,916.167
44.744444670,-93.377239774,279.243,916.151
44.744444670,-93.377181195,279.235,916.126
44.744444670,-93.377122615,279.227,916.098
44.744444670,-93.377064036,279.218,916.071
44.744444670,-93.377005456,279.210,916.043
44.744444670,-93.376946877,279.202,916.016
44.744444670,-93.376888297,279.194,915.989
44.744444670,-93.376829718,279.186,915.963
44.744444670,-93.376771138,279.177,915.936
44.744444670,-93.376712559,279.169,915.909
44.744444670,-93.376653979,279.160,915.880
44.744444670,-93.376595400,279.151,915.851
44.744444670,-93.376536820,279.142,915.821
44.744444670,-93.376478240,279.132,915.788
44.744444670,-93.376419661,279.122,915.755
44.744485730,-93.378411365,279.729,917.747
44.744485730,-93.378352785,279.616,917.375
44.744485730,-93.378294206,279.464,916.876
44.744485730,-93.378235626,279.351,916.506
44.744485730,-93.378177047,279.243,916.152
44.744485730,-93.378118467,279.135,915.797
44.744485730,-93.378059888,279.028,915.446
44.744485730,-93.378001308,278.926,915.110
44.744485730,-93.377942728,278.847,914.852
44.744485730,-93.377884149,278.793,914.675
44.744485730,-93.377825569,278.758,914.562
44.744485730,-93.377766990,278.804,914.710
44.744485730,-93.377708410,278.867,914.919
44.744485730,-93.377649831,278.956,915.210
44.744485730,-93.377591251,278.997,915.346
44.744485730,-93.377532672,279.034,915.466
44.744485730,-93.377474092,279.091,915.653
44.744485730,-93.377415513,279.169,915.909
44.744485730,-93.377356933,279.252,916.181
44.744485730,-93.377298354,279.252,916.182
44.744485730,-93.377239774,279.249,916.170
44.744485730,-93.377181195,279.241,916.145
44.744485730,-93.377122615,279.232,916.116
44.744485730,-93.377064036,279.223,916.087
44.744485730,-93.377005456,279.214,916.058
44.744485730,-93.376946877,279.206,916.029
44.744485730,-93.376888297,279.197,916.000
44.744485730,-93.376829718,279.188,915.971
44.744485730,-93.376771138,279.179,915.942
44.744485730,-93.376712559,279.170,915.913
44.744485730,-93.376653979,279.161,915.883
44.744485730,-93.376595400,279.152,915.854
44.744485730,-93.376536820,279.143,915.825
44.744485730,-93.376478240,279.132,915.788
44.744485730,-93.376419661,279.121,915.752
44.744526790,-93.378411365,279.728,917.743
44.744526790,-93.378352785,279.615,917.372
44.744526790,-93.378294206,279.474,916.909
44.744526790,-93.378235626,279.359,916.533
44.744526790,-93.378177047,279.247,916.166
44.744526790,-93.378118467,279.134,915.793
44.744526790,-93.378059888,279.026,915.441
44.744526790,-93.378001308,278.924,915.104
44.744526790,-93.377942728,278.834,914.809
44.744526790,-93.377884149,278.769,914.598
44.744526790,-93.377825569,278.725,914.453
44.744526790,-93.377766990,278.772,914.606
44.744526790,-93.377708410,278.843,914.839
44.744526790,-93.377649831,278.948,915.184
44.744526790,-93.377591251,278.982,915.295
44.744526790,-93.377532672,279.012,915.394
44.744526790,-93.377474092,279.085,915.633
44.744526790,-93.377415513,279.170,915.914
44.744526790,-93.377356933,279.256,916.195
44.744526790,-93.377298354,279.254,916.187
44.744526790,-93.377239774,279.247,916.165
44.744526790,-93.377181195,279.236,916.128
44.744526790,-93.377122615,279.230,916.110
44.744526790,-93.377064036,279.224,916.090
44.744526790,-93.377005456,279.216,916.062
44.744526790,-93.376946877,279.207,916.033
44.744526790,-93.376888297,279.198,916.004
44.744526790,-93.376829718,279.189,915.974
44.744526790,-93.376771138,279.180,915.945
44.744526790,-93.376712559,279.171,915.916
44.744526790,-93.376653979,279.162,915.886
44.744526790,-93.376595400,279.155,915.863
44.744526790,-93.376536820,279.150,915.847
44.744526790,-93.376478240,279.135,915.798
44.744526790,-93.376419661,279.121,915.752
44.744567850,-93.378411365,279.730,917.750
44.744567850,-93.378352785,279.616,917.376
44.744567850,-93.378294206,279.489,916.960
44.744567850,-93.378235626,279.372,916.574
44.744567850,-93.378177047,279.255,916.190
44.744567850,-93.378118467,279.135,915.799
44.744567850,-93.378059888,279.028,915.448
44.744567850,-93.378001308,278.926,915.112
44.744567850,-93.377942728,278.824,914.777
44.744567850,-93.377884149,278.748,914.529
44.744567850,-93.377825569,278.694,914.349
44.744567850,-93.377766990,278.743,914.510
44.744567850,-93.377708410,278.822,914.769
44.744567850,-93.377649831,278.943,915.168
44.744567850,-93.377591251,278.967,915.248
44.744567850,-93.377532672,278.990,915.321
44.744567850,-93.377474092,279.079,915.615
44.744567850,-93.377415513,279.173,915.921
44.744567850,-93.377356933,279.261,916.210
44.744567850,-93.377298354,279.255,916.190
44.744567850,-93.377239774,279.244,916.156
44.744567850,-93.377181195,279.229,916.105
44.744567850,-93.377122615,279.227,916.101
44.744567850,-93.377064036,279.225,916.092
44.744567850,-93.377005456,279.217,916.065
44.744567850,-93.376946877,279.208,916.036
44.744567850,-93.376888297,279.199,916.007
44.744567850,-93.376829718,279.190,915.978
44.744567850,-93.376771138,279.181,915.948
44.744567850,-93.376712559,279.172,915.919
44.744567850,-93.376653979,279.163,915.889
44.744567850,-93.376595400,279.158,915.872
44.744567850,-93.376536820,279.158,915.873
44.744567850,-93.376478240,279.139,915.809
44.744567850,-93.376419661,279.121,915.752
44.744608910,-93.378411365,279.767,917.872
44.744608910,-93.378352785,279.654,917.499
44.744608910,-93.378294206,279.535,917.109
44.744608910,-93.378235626,279.416,916.720
44.744608910,-93.378177047,279.298,916.334
44.744608910,-93.378118467,279.183,915.954
44.744608910,-93.378059888,279.077,915.607
44.744608910,-93.378001308,278.975,915.273
44.744608910,-93.377942728,278.873,914.939
44.744608910,-93.377884149,278.795,914.680
44.744608910,-93.377825569,278.734,914.482
44.744608910,-93.377766990,278.773,914.609
44.744608910,-93.377708410,278.843,914.841
44.744608910,-93.377649831,278.959,915.220
44.744608910,-93.377591251,278.967,915.245
44.744608910,-93.377532672,278.976,915.276
44.744608910,-93.377474092,279.074,915.597
44.744608910,-93.377415513,279.166,915.898
44.744608910,-93.377356933,279.248,916.167
44.744608910,-93.377298354,279.248,916.167
44.744608910,-93.377239774,279.244,916.153
44.744608910,-93.377181195,279.235,916.125
44.744608910,-93.377122615,279.232,916.114
44.744608910,-93.377064036,279.225,916.092
44.744608910,-93.377005456,279.210,916.043
44.744608910,-93.376946877,279.204,916.022
44.744608910,-93.376888297,279.199,916.008
44.744608910,-93.376829718,279.191,915.980
44.744608910,-93.376771138,279.182,915.952
44.744608910,-93.376712559,279.174,915.925
44.744608910,-93.376653979,279.170,915.912
44.744608910,-93.376595400,279.165,915.895
44.744608910,-93.376536820,279.158,915.873
44.744608910,-93.376478240,279.141,915.816
44.744608910,-93.376419661,279.126,915.769
44.744649970,-93.378411365,279.826,918.064
44.744649970,-93.378352785,279.713,917.693
44.744649970,-93.378294206,279.598,917.317
44.744649970,-93.378235626,279.480,916.929
44.744649970,-93.378177047,279.365,916.550
44.744649970,-93.378118467,279.257,916.199
44.744649970,-93.378059888,279.154,915.858
44.744649970,-93.378001308,279.052,915.525
44.744649970,-93.377942728,278.958,915.217
44.744649970,-93.377884149,278.881,914.965
44.744649970,-93.377825569,278.818,914.758
44.744649970,-93.377766990,278.839,914.827
44.744649970,-93.377708410,278.891,914.998
44.744649970,-93.377649831,278.988,915.314
44.744649970,-93.377591251,278.974,915.269
44.744649970,-93.377532672,278.968,915.248
44.744649970,-93.377474092,279.069,915.579
44.744649970,-93.377415513,279.153,915.856
44.744649970,-93.377356933,279.224,916.088
44.744649970,-93.377298354,279.236,916.128
44.744649970,-93.377239774,279.244,916.155
44.744649970,-93.377181195,279.249,916.170
44.744649970,-93.377122615,279.240,916.141
44.744649970,-93.377064036,279.225,916.091
44.744649970,-93.377005456,279.199,916.006
44.744649970,-93.376946877,279.196,915.998
44.744649970,-93.376888297,279.199,916.008
44.744649970,-93.376829718,279.191,915.983
44.744649970,-93.376771138,279.184,915.957
44.744649970,-93.376712559,279.176,915.933
44.744649970,-93.376653979,279.181,915.947
44.744649970,-93.376595400,279.174,915.926
44.744649970,-93.376536820,279.154,915.858
44.744649970,-93.376478240,279.142,915.821
44.744649970,-93.376419661,279.135,915.796
44.744691030,-93.378411365,280.157,919.151
44.744691030,-93.378352785,280.025,918.718
44.744691030,-93.378294206,279.893,918.284
44.744691030,-93.378235626,279.748,917.809
44.744691030,-93.378177047,279.607,917.347
44.744691030,-93.378118467,279.479,916.927
44.744691030,-93.378059888,279.359,916.533
44.744691030,-93.378001308,279.244,916.154
44.744691030,-93.377942728,279.140,915.812
44.744691030,-93.377884149,279.051,915.523
44.744691030,-93.377825569,278.976,915.276
44.744691030,-93.377766990,278.964,915.236
44.744691030,-93.377708410,278.982,915.296
44.744691030,-93.377649831,279.045,915.501
44.744691030,-93.377591251,278.996,915.342
44.744691030,-93.377532672,278.962,915.231
44.744691030,-93.377474092,279.059,915.550
44.744691030,-93.377415513,279.134,915.794
44.744691030,-93.377356933,279.193,915.986
44.744691030,-93.377298354,279.205,916.027
44.744691030,-93.377239774,279.215,916.058
44.744691030,-93.377181195,279.221,916.080
44.744691030,-93.377122615,279.209,916.040
44.744691030,-93.377064036,279.189,915.976
44.744691030,-93.377005456,279.158,915.873
44.744691030,-93.376946877,279.158,915.874
44.744691030,-93.376888297,279.165,915.897
44.744691030,-93.376829718,279.152,915.855
44.744691030,-93.376771138,279.144,915.826
44.744691030,-93.376712559,279.138,915.807
44.744691030,-93.376653979,279.152,915.852
44.744691030,-93.376595400,279.151,915.849
44.744691030,-93.376536820,279.131,915.784
44.744691030,-93.376478240,279.127,915.771
44.744691030,-93.376419661,279.127,915.770
44.744732089,-93.378411365,280.957,921.775
44.744732089,-93.378352785,280.773,921.170
44.744732089,-93.378294206,280.585,920.556
44.744732089,-93.378235626,280.368,919.843
44.744732089,-93.378177047,280.154,919.139
44.744732089,-93.378118467,279.954,918.485
44.744732089,-93.378059888,279.787,917.936
44.744732089,-93.378001308,279.633,917.432
44.744732089,-93.377942728,279.487,916.952
44.744732089,-93.377884149,279.365,916.551
44.744732089,-93.377825569,279.261,916.211
44.744732089,-93.377766990,279.189,915.973
44.744732089,-93.377708410,279.147,915.836
44.744732089,-93.377649831,279.151,915.851
44.744732089,-93.377591251,279.045,915.501
44.744732089,-93.377532672,278.962,915.230
44.744732089,-93.377474092,279.044,915.499
44.744732089,-93.377415513,279.105,915.698
44.744732089,-93.377356933,279.150,915.845
44.744732089,-93.377298354,279.142,915.820
44.744732089,-93.377239774,279.133,915.791
44.744732089,-93.377181195,279.123,915.759
44.744732089,-93.377122615,279.111,915.719
44.744732089,-93.377064036,279.094,915.662
44.744732089,-93.377005456,279.066,915.572
44.744732089,-93.376946877,279.068,915.578
44.744732089,-93.376888297,279.074,915.596
44.744732089,-93.376829718,279.045,915.503
44.744732089,-93.376771138,279.032,915.460
44.744732089,-93.376712559,279.030,915.452
44.744732089,-93.376653979,279.055,915.534
44.744732089,-93.376595400,279.071,915.589
44.744732089,-93.376536820,279.077,915.607
44.744732089,-93.376478240,279.083,915.626
44.744732089,-93.376419661,279.091,915.652
44.744773149,-93.378411365,281.700,924.213
44.744773149,-93.378352785,281.470,923.458
44.744773149,-93.378294206,281.234,922.683
44.744773149,-93.378235626,280.954,921.765
44.744773149,-93.378177047,280.676,920.852
44.744773149,-93.378118467,280.414,919.994
44.744773149,-93.378059888,280.202,919.299
44.744773149,-93.378001308,280.011,918.671
44.744773149,-93.377942728,279.824,918.057
44.744773149,-93.377884149,279.666,917.541
44.744773149,-93.377825569,279.533,917.102
44.744773149,-93.377766990,279.402,916.675
44.744773149,-93.377708410,279.303,916.347
44.744773149,-93.377649831,279.249,916.172
44.744773149,-93.377591251,279.091,915.654
44.744773149,-93.377532672,278.966,915.243
44.744773149,-93.377474092,279.026,915.441
44.744773149,-93.377415513,279.069,915.580
44.744773149,-93.377356933,279.097,915.673
44.744773149,-93.377298354,279.070,915.584
44.744773149,-93.377239774,279.043,915.497
44.744773149,-93.377181195,279.018,915.413
44.744773149,-93.377122615,279.004,915.367
44.744773149,-93.377064036,278.987,915.312
44.744773149,-93.377005456,278.962,915.230
44.744773149,-93.376946877,278.963,915.233
44.744773149,-93.376888297,278.964,915.236
44.744773149,-93.376829718,278.922,915.097
44.744773149,-93.376771138,278.904,915.040
44.744773149,-93.376712559,278.904,915.040
44.744773149,-93.376653979,278.940,915.157
44.744773149,-93.376595400,278.973,915.266
44.744773149,-93.376536820,279.003,915.363
44.744773149,-93.376478240,279.019,915.417
44.744773149,-93.376419661,279.036,915.473
44.744814209,-93.378411365,281.997,925.188
44.744814209,-93.378352785,281.774,924.457
44.744814209,-93.378294206,281.536,923.673
44.744814209,-93.378235626,281.271,922.804
44.744814209,-93.378177047,281.007,921.938
44.744814209,-93.378118467,280.755,921.112
44.744814209,-93.378059888,280.522,920.346
44.744814209,-93.378001308,280.296,919.607
44.744814209,-93.377942728,280.076,918.884
44.744814209,-93.377884149,279.878,918.235
44.744814209,-93.377825569,279.698,917.645
44.744814209,-93.377766990,279.531,917.096
44.744814209,-93.377708410,279.387,916.625
44.744814209,-93.377649831,279.281,916.275
44.744814209,-93.377591251,279.127,915.772
44.744814209,-93.377532672,278.999,915.352
44.744814209,-93.377474092,278.990,915.321
44.744814209,-93.377415513,278.982,915.294
44.744814209,-93.377356933,278.971,915.260
44.744814209,-93.377298354,278.928,915.118
44.744814209,-93.377239774,278.888,914.986
44.744814209,-93.377181195,278.851,914.865
44.744814209,-93.377122615,278.824,914.776
44.744814209,-93.377064036,278.794,914.679
44.744814209,-93.377005456,278.758,914.561
44.744814209,-93.376946877,278.737,914.492
44.744814209,-93.376888297,278.716,914.422
44.744814209,-93.376829718,278.668,914.265
44.744814209,-93.376771138,278.646,914.194
44.744814209,-93.376712559,278.643,914.185
44.744814209,-93.376653979,278.686,914.324
44.744814209,-93.376595400,278.727,914.460
44.744814209,-93.376536820,278.768,914.592
44.744814209,-93.376478240,278.802,914.703
44.744814209,-93.376419661,278.836,914.817
44.744855269,-93.378411365,282.295,926.164
44.744855269,-93.378352785,282.079,925.455
44.744855269,-93.378294206,281.838,924.664
44.744855269,-93.378235626,281.587,923.842
44.744855269,-93.378177047,281.338,923.025
44.744855269,-93.378118467,281.096,922.230
44.744855269,-93.378059888,280.841,921.394
44.744855269,-93.378001308,280.582,920.543
44.744855269,-93.377942728,280.328,919.711
44.744855269,-93.377884149,280.090,918.930
44.744855269,-93.377825569,279.864,918.189
44.744855269,-93.377766990,279.659,917.516
44.744855269,-93.377708410,279.472,916.903
44.744855269,-93.377649831,279.312,916.378
44.744855269,-93.377591251,279.163,915.889
44.744855269,-93.377532672,279.032,915.461
44.744855269,-93.377474092,278.953,915.201
44.744855269,-93.377415513,278.894,915.008
44.744855269,-93.377356933,278.845,914.847
44.744855269,-93.377298354,278.786,914.652
44.744855269,-93.377239774,278.732,914.475
44.744855269,-93.377181195,278.684,914.317
44.744855269,-93.377122615,278.643,914.185
44.744855269,-93.377064036,278.601,914.047
44.744855269,-93.377005456,278.554,913.892
44.744855269,-93.376946877,278.511,913.751
44.744855269,-93.376888297,278.468,913.608
44.744855269,-93.376829718,278.414,913.432
44.744855269,-93.376771138,278.388,913.348
44.744855269,-93.376712559,278.383,913.329
44.744855269,-93.376653979,278.432,913.490
44.744855269,-93.376595400,278.482,913.654
44.744855269,-93.376536820,278.533,913.821
44.744855269,-93.376478240,278.584,913.989
44.744855269,-93.376419661,278.636,914.160
44.744896329,-93.378411365,282.325,926.262
44.744896329,-93.378352785,282.169,925.751
44.744896329,-93.378294206,281.982,925.139
44.744896329,-93.378235626,281.732,924.318
44.744896329,-93.378177047,281.478,923.483
44.744896329,-93.378118467,281.234,922.684
44.744896329,-93.378059888,280.974,921.830
44.744896329,-93.378001308,280.707,920.954
44.744896329,-93.377942728,280.442,920.085
44.744896329,-93.377884149,280.186,919.245
44.744896329,-93.377825569,279.936,918.426
44.744896329,-93.377766990,279.705,917.668
44.744896329,-93.377708410,279.493,916.972
44.744896329,-93.377649831,279.310,916.371
44.744896329,-93.377591251,279.177,915.935
44.744896329,-93.377532672,279.068,915.578
44.744896329,-93.377474092,279.000,915.354
44.744896329,-93.377415513,278.938,915.152
44.744896329,-93.377356933,278.880,914.959
44.744896329,-93.377298354,278.812,914.737
44.744896329,-93.377239774,278.749,914.530
44.744896329,-93.377181195,278.691,914.339
44.744896329,-93.377122615,278.645,914.189
44.744896329,-93.377064036,278.599,914.039
44.744896329,-93.377005456,278.551,913.880
44.744896329,-93.376946877,278.505,913.731
44.744896329,-93.376888297,278.460,913.581
44.744896329,-93.376829718,278.407,913.408
44.744896329,-93.376771138,278.380,913.319
44.744896329,-93.376712559,278.371,913.292
44.744896329,-93.376653979,278.417,913.442
44.744896329,-93.376595400,278.465,913.599
44.744896329,-93.376536820,278.516,913.765
44.744896329,-93.376478240,278.570,913.944
44.744896329,-93.376419661,278.624,914.122
44.744937389,-93.378411365,282.310,926.215
44.744937389,-93.378352785,282.224,925.931
44.744937389,-93.378294206,282.101,925.529
44.744937389,-93.378235626,281.849,924.701
44.744937389,-93.378177047,281.586,923.838
44.744937389,-93.378118467,281.339,923.028
44.744937389,-93.378059888,281.076,922.164
44.744937389,-93.378001308,280.805,921.277
44.744937389,-93.377942728,280.533,920.385
44.744937389,-93.377884149,280.263,919.497
44.744937389,-93.377825569,279.993,918.613
44.744937389,-93.377766990,279.738,917.775
44.744937389,-93.377708410,279.504,917.007
44.744937389,-93.377649831,279.302,916.346
44.744937389,-93.377591251,279.187,915.969
44.744937389,-93.377532672,279.104,915.696
44.744937389,-93.377474092,279.060,915.552
44.744937389,-93.377415513,279.004,915.367
44.744937389,-93.377356933,278.940,915.159
44.744937389,-93.377298354,278.865,914.913
44.744937389,-93.377239774,278.794,914.678
44.744937389,-93.377181195,278.726,914.456
44.744937389,-93.377122615,278.676,914.293
44.744937389,-93.377064036,278.628,914.135
44.744937389,-93.377005456,278.580,913.976
44.744937389,-93.376946877,278.535,913.830
44.744937389,-93.376888297,278.491,913.684
44.744937389,-93.376829718,278.440,913.517
44.744937389,-93.376771138,278.412,913.426
44.744937389,-93.376712559,278.402,913.391
44.744937389,-93.376653979,278.442,913.525
44.744937389,-93.376595400,278.486,913.669
44.744937389,-93.376536820,278.535,913.828
44.744937389,-93.376478240,278.590,914.010
44.744937389,-93.376419661,278.644,914.186
44.744978449,-93.378411365,282.288,926.141
44.744978449,-93.378352785,282.202,925.859
44.744978449,-93.378294206,282.090,925.492
44.744978449,-93.378235626,281.908,924.896
44.744978449,-93.378177047,281.722,924.284
44.744978449,-93.378118467,281.546,923.709
44.744978449,-93.378059888,281.350,923.065
44.744978449,-93.378001308,281.145,922.393
44.744978449,-93.377942728,280.938,921.711
44.744978449,-93.377884149,280.736,921.050
44.744978449,-93.377825569,280.540,920.406
44.744978449,-93.377766990,280.298,919.614
44.744978449,-93.377708410,279.961,918.509
44.744978449,-93.377649831,279.480,916.928
44.744978449,-93.377591251,279.293,916.317
44.744978449,-93.377532672,279.233,916.119
44.744978449,-93.377474092,279.364,916.549
44.744978449,-93.377415513,279.426,916.751
44.744978449,-93.377356933,279.442,916.804
44.744978449,-93.377298354,279.351,916.505
44.744978449,-93.377239774,279.268,916.235
44.744978449,-93.377181195,279.195,915.994
44.744978449,-93.377122615,279.139,915.810
44.744978449,-93.377064036,279.083,915.626
44.744978449,-93.377005456,279.024,915.432
44.744978449,-93.376946877,278.971,915.260
44.744978449,-93.376888297,278.920,915.093
44.744978449,-93.376829718,278.864,914.908
44.744978449,-93.376771138,278.823,914.774
44.744978449,-93.376712559,278.794,914.677
44.744978449,-93.376653979,278.799,914.696
44.744978449,-93.376595400,278.804,914.712
44.744978449,-93.376536820,278.808,914.724
44.744978449,-93.376478240,278.814,914.744
44.744978449,-93.376419661,278.820,914.764
44.745019509,-93.378411365,282.260,926.050
44.745019509,-93.378352785,282.129,925.620
44.745019509,-93.378294206,281.993,925.173
44.745019509,-93.378235626,281.930,924.966
44.745019509,-93.378177047,281.876,924.791
44.745019509,-93.378118467,281.821,924.611
44.745019509,-93.378059888,281.739,924.339
44.745019509,-93.378001308,281.645,924.031
44.745019509,-93.377942728,281.548,923.715
44.745019509,-93.377884149,281.471,923.462
44.745019509,-93.377825569,281.409,923.259
44.745019509,-93.377766990,281.207,922.595
44.745019509,-93.377708410,280.714,920.978
44.745019509,-93.377649831,279.779,917.910
44.745019509,-93.377591251,279.463,916.872
44.745019509,-93.377532672,279.423,916.742
44.745019509,-93.377474092,279.829,918.074
44.745019509,-93.377415513,280.082,918.904
44.745019509,-93.377356933,280.233,919.401
44.745019509,-93.377298354,280.121,919.031
44.745019509,-93.377239774,280.026,918.720
44.745019509,-93.377181195,279.950,918.470
44.745019509,-93.377122615,279.885,918.259
44.745019509,-93.377064036,279.818,918.037
44.745019509,-93.377005456,279.740,917.783
44.745019509,-93.376946877,279.674,917.567
44.745019509,-93.376888297,279.612,917.361
44.745019509,-93.376829718,279.545,917.144
44.745019509,-93.376771138,279.483,916.940
44.745019509,-93.376712559,279.424,916.747
44.745019509,-93.376653979,279.375,916.584
44.745019509,-93.376595400,279.317,916.395
44.745019509,-93.376536820,279.249,916.170
44.745019509,-93.376478240,279.172,915.920
44.745019509,-93.376419661,279.100,915.681
44.745060569,-93.378411365,282.270,926.083
44.745060569,-93.378352785,282.112,925.563
44.745060569,-93.378294206,281.963,925.075
44.745060569,-93.378235626,281.973,925.107
44.745060569,-93.378177047,282.001,925.201
44.745060569,-93.378118467,282.023,925.271
44.745060569,-93.378059888,282.015,925.247
44.745060569,-93.378001308,281.997,925.188
44.745060569,-93.377942728,281.984,925.144
44.745060569,-93.377884149,281.980,925.133
44.745060569,-93.377825569,281.985,925.146
44.745060569,-93.377766990,281.812,924.579
44.745060569,-93.377708410,281.231,922.673
44.745060569,-93.377649831,280.029,918.732
44.745060569,-93.377591251,279.641,917.457
44.745060569,-93.377532672,279.615,917.373
44.745060569,-93.377474092,280.170,919.194
44.745060569,-93.377415513,280.508,920.303
44.745060569,-93.377356933,280.706,920.952
44.745060569,-93.377298354,280.584,920.550
44.745060569,-93.377239774,280.486,920.231
44.745060569,-93.377181195,280.415,919.997
44.745060569,-93.377122615,280.352,919.790
44.745060569,-93.377064036,280.284,919.567
44.745060569,-93.377005456,280.205,919.308
44.745060569,-93.376946877,280.135,919.079
44.745060569,-93.376888297,280.068,918.857
44.745060569,-93.376829718,279.997,918.624
44.745060569,-93.376771138,279.920,918.374
44.745060569,-93.376712559,279.840,918.112
44.745060569,-93.376653979,279.750,917.815
44.745060569,-93.376595400,279.649,917.482
44.745060569,-93.376536820,279.533,917.102
44.745060569,-93.376478240,279.405,916.684
44.745060569,-93.376419661,279.282,916.279
44.745101629,-93.378411365,282.352,926.351
44.745101629,-93.378352785,282.198,925.846
44.745101629,-93.378294206,282.060,925.393
44.745101629,-93.378235626,282.056,925.381
44.745101629,-93.378177047,282.071,925.429
44.745101629,-93.378118467,282.085,925.477
44.745101629,-93.378059888,282.082,925.466
44.745101629,-93.378001308,282.075,925.443
44.745101629,-93.377942728,282.091,925.494
44.745101629,-93.377884149,282.065,925.412
44.745101629,-93.377825569,282.008,925.222
